Categorie_template_2,Categorie_template_1,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34
Income Producing CRE,LTV > 80%,"0,1004509407","0,2661850655","0,2671094637","0,4030579261","0,2855485239","0,7556626141","0,9087569942","0,7000697042","0,4705755373","0,4251041209","0,9170008323","0,3189513733","0,9813232714","0,8379345469","0,6649913354","0,8293392115","0,001575275321","0,6840524469","0,6919084282","0,6482920655","0,1014890729","0,6317173844","0,1317211471","0,8697391537","0,01788240067","0,492018388","0,4002755229","0,03121911448","0,3704143865","0,9934392308","0,2490178325","0,07489883044","0,8228474646","0,4220445446"
Income Producing CRE,Requirements not met,"0,1182056079","0,9628496937","0,2265648066","0,2070881853","0,3051823871","0,4282979931","0,2135867056","0,483890405","0,5831367424","0,1355029478","0,8343140132","0,3684292025","0,2292883638","0,1645977554","0,9049477857","0,28220183","0,0838589481","0,9584736633","0,192993583","0,5570049563","0,1248961814","0,540134562","0,498790346","0,8510756846","0,3685572657","0,7585828302","0,1823259025","0,446134761","0,9294771405","0,4430273752","0,7731871956","0,2997522611","0,2213544403","0,4360256575"
,"land acquisition, development and construction; of which:","0,6029690985","0,2625448334","0,71051495","0,6046146023","0,1398510065","0,1629718593","0,03877170823","0,09201927788","0,843099387","0,9604722502","0,4979936085","0,4672553894","0,1534955528","0,08450591311","0,7648968656","0,1439220948","0,3477239264","0,3220454842","0,3970664579","0,05985737206","0,3818464812","0,5053120415","0,0447418276","0,1302531439","0,08429191035","0,2348244665","0,3517935117","0,3053741645","0,9746355624","0,2814695901","0,410545008","0,5626231942","0,762765743","0,3474333328"
Land Acquisition,150% risk weight,"0,3136344384","0,4585482632","0,496924427","0,9233523687","0,3519846651","0,8810025578","0,0806904382","0,7183877558","0,8883605883","0,5337963071","0,3334936186","0,7338659863","0,7331988579","0,3386218877","0,6439034196","0,2700741986","0,1113720281","0,7679391138","0,6169461674","0,2217873284","0,9586945546","0,5981332901","0,920505849","0,5676039972","0,675800588","0,7734338532","0,8253791043","0,1283226292","0,6139601152","0,8604827179","0,7433360861","0,3579377748","0,7910330056","0,8673863705"
Land Acquisition,100% risk weight,"0,5519523206","0,004883986938","0,4884240797","0,1318019154","0,4950151468","0,9522662978","0,2311823633","0,6668647493","0,6722329937","0,7080213763","0,01303388789","0,5161210458","0,9686310926","0,08857430422","0,1528155671","0,9345050182","0,6450407927","0,531812536","0,4498372037","0,781815764","0,464294782","0,7006643457","0,7797446527","0,0404557594","0,7130343535","0,2639124408","0,2784540107","0,3250565081","0,8392514177","0,7582047399","0,2117213516","0,3255499383","0,4071344286","0,7994807284"
Default Expo,Defaulted exposures; of which:,"0,7592522137","0,6991523267","0,6845897414","0,7009318967","0,8284249451","0,5027848526","0,6564073543","0,01850065122","0,6108615601","0,1974723605","0,5248048493","0,3469183256","0,5215243003","0,8098463435","0,8587352678","0,596517157","0,449738565","0,3120254084","0,1072451666","0,6093847347","0,5072775557","0,09512384149","0,01254361674","0,8699433114","0,581795384","0,7756433705","0,2319381821","0,5946309358","0,8241792021","0,3912966561","0,1785561922","0,4549871182","0,7501483953","0,7898823103"
Default Expo,below 20% provisioning rate,"0,6730970383","0,5583577379","0,3744703383","0,6640180197","0,5908763242","0,1498308298","0,3922873186","0,2361782323","0,574319541","0,7995622808","0,09130888021","0,9661278468","0,9743056625","0,9780927776","0,5271029793","0,8544894421","0,1925232642","0,4237921184","0,2964229029","0,5436346064","0,2646802998","0,4811657687","0,3033801737","0,4490341328","0,6971902898","0,5720398272","0,1563669637","0,1967806683","0,1978678843","0,5029017003","0,6277657063","0,08472129122","0,3757378458","0,2540572117"
,Check: row256 ≤ row 255,"0,5273132337","0,8326805385","0,7936281856","0,9294995765","0,6097965864","0,9809351022","0,1156248779","0,4858764383","0,0718584913","0,7861652898","0,005487756094","0,4745789749","0,8823742949","0,07023762681","0,458407371","0,001899292325","0,08761712694","0,6364331406","0,3673135218","0,370878487","0,5031466892","0,7939724245","0,8108779357","0,0670615461","0,919619178","0,003219611181","0,289473924","0,6936207109","0,8441546659","0,8763370713","0,2886401641","0,8274353632","0,9287820776","0,2183575894"
,Failed trades and non-DVP transactions,"0,6784837997","0,9217910854","0,9046007642","0,2219189692","0,008044974884","0,7976229153","0,6525544299","0,800935675","0,4076754471","0,2630748011","0,7841436543","0,7114368715","0,5464039289","0,1904667055","0,7771052575","0,02212476266","0,6999498025","0,6854569367","0,6448272644","0,3702056139","0,5722970225","0,3838700869","0,4008844521","0,4356378558","0,7161568425","0,3577979898","0,8290827105","0,4823709722","0,2148264758","0,2976300627","0,05208420138","0,2489545066","0,425644229","0,4071773675"
,Other assets,"0,8186006824","0,7955986745","0,7128527677","0,8354923325","0,6792887243","0,4497412249","0,8289063448","0,9266921512","0,7957816658","0,9257238562","0,4939764406","0,6556586142","0,1690095027","0,8486620166","0,6808572999","0,731856761","0,5194935261","0,8759888802","0,2301448009","0,3323949406","0,218609993","0,6814212211","0,2751737951","0,9106617365","0,2599738077","0,6513551877","0,8474106953","0,5355846526","0,849708245","0,9332489041","0,7005398294","0,3019459603","0,1523743495","0,8788692934"
,Total standardised approach,"0,5634506142","0,6325532534","0,166821813","0,8777288764","0,9940539895","0,2285344548","0,1320925129","0,6611102707","0,9602230809","0,7200098426","0,3223238067","0,2958796546","0,1805136386","0,597607275","0,2625276023","0,7510240679","0,3949470101","0,9612725368","0,6982274762","0,7159457949","0,1199930448","0,2265844075","0,9911221595","0,05570780612","0,3236855672","0,4570207667","0,4278782086","0,3726534279","0,4319117534","0,7412732948","0,34772141","0,9357824593","0,1677370753","0,883341576"
,Check: cell I255 = cell N260,"0,5499271668","0,2699903557","0,2774214048","0,1444485249","0,1679233093","0,9676262679","0,1702111292","0,5409033614","0,3462793875","0,3598075388","0,3586750438","0,7380189815","0,0979683316","0,1582359849","0,3105908213","0,8597026784","0,2492797343","0,5610434157","0,7333155836","0,3093225891","0,9066386865","0,5202719643","0,454909967","0,9368485815","0,07690259768","0,1682717432","0,7936552941","0,6921352527","0,8660925295","0,2989206557","0,02695569941","0,3501931116","0,7176500128","0,4060157133"
,Memo item: SA exposures reported in the banking book in regulatory reporting but no longer included above due to the application of the revised market risk framework definition of TB-BB boundary,"0,3874272088","0,1404024341","0,7736530954","0,8663290265","0,9252215246","0,588493502","0,2632798191","0,6837983762","0,8735226562","0,7778359493","0,9895490219","0,9965425795","0,903804627","0,5210488644","0,3259666973","0,06578897141","0,9556254746","0,6679565375","0,6232637816","0,08583759441","0,2466518809","0,3780451646","0,3428055917","0,05198315624","0,3006707235","0,907862819","0,7568928154","0,1972894096","0,5047270234","0,4989643199","0,5107847607","0,2776655272","0,0004722502722","0,1287605092"
,Memo item: SA exposures reported in the trading book in regulatory reporting that are included above due to the application of the revised market risk framework definition of TB-BB boundary,"0,9159765828","0,9153956568","0,9653181022","0,2877168683","0,2955251469","0,7911992325","0,866756572","0,5698724835","0,3852886051","0,8971589521","0,3540235757","0,6604617937","0,3572583046","0,331917472","0,9977946464","0,3933847925","0,6537003417","0,9688874078","0,9681409257","0,08305942735","0,139836599","0,4911101704","0,008108612565","0,4739936535","0,1925504311","0,7495368631","0,1735998359","0,6820690412","0,9103281144","0,07354649121","0,06236320573","0,8603545603","0,9939054057","0,2220863011"
,"Sovereigns, PSEs, MDBs; of which:","0,6428934022","0,8894881606","0,2639883733","0,6659402586","0,9895714739","0,8520042448","0,3892721428","0,8713627559","0,001803852994","0,6183734894","0,8918743246","0,6338160119","0,9778929206","0,1272128694","0,8202725506","0,2580738349","0,246391622","0,4993198024","0,5789562523","0,01804008894","0,9985293904","0,3733789167","0,4554425869","0,2036203947","0,6263726706","0,1624501433","0,3398708696","0,07905206545","0,1545187385","0,02240600751","0,9227282891","0,7142702089","0,1001926715","0,07836935217"
,sovereigns,"0,02097020716","0,30944042","0,1830745989","0,5442225853","0,1483336095","0,1311744349","0,7867019104","0,4585663104","0,7243132834","0,601325246","0,3825456926","0,2314851849","0,4097601439","0,6174770393","0,316423551","0,1223056594","0,02815346589","0,6798016798","0,2190076957","0,9323488389","0,4183423288","0,4873402175","0,9411606173","0,855807212","0,06957924017","0,416010554","0,7104824175","0,3662324951","0,02337396871","0,3416287226","0,507757069","0,7449884423","0,4690775716","0,0339266067"
,PSEs treated as sovereigns as per CRE20.12,"0,1748291458","0,5470463275","0,7993380731","0,7247764064","0,9890685739","0,2358849216","0,1273652829","0,9753446158","0,4730055969","0,9314649751","0,9385068891","0,7523792271","0,3128752041","0,7897830195","0,9714559956","0,8946889007","0,8162814246","0,5017599561","0,03783064355","0,7642685262","0,4055030035","0,8207761286","0,6295411019","0,2702547559","0,9199543658","0,8907025601","0,05462750435","0,7966032496","0,9938239555","0,03522536537","0,6044053123","0,9662576323","0,2251066352","0,2522683719"
,other PSEs,"0,7890014395","0,7929653648","0,7971362288","0,1634210648","0,64947781","0,07461450508","0,7825222132","0,460388415","0,4469482742","0,2702978387","0,2384312908","0,921207318","0,7832013492","0,09316336785","0,7697822322","0,616399916","0,9722849064","0,8902931189","0,5587191499","0,187118271","0,1374133935","0,4612731455","0,4363023113","0,6240362312","0,7071871485","0,1988737626","0,3268537962","0,4648634448","0,2590302832","0,5761624435","0,1285870222","0,2419327536","0,4282612437","0,7201922815"
,MDBs,"0,7210440733","0,4419745486","0,9705271856","0,2712345267","0,09129934119","0,584195499","0,6146542227","0,9508042608","0,5878406544","0,1998728383","0,08094354884","0,1112521609","0,5571393597","0,8201407526","0,7834052636","0,8097830789","0,7022805968","0,7676343041","0,84609482","0,1583960454","0,2783854054","0,08316646811","0,09635087541","0,5084332706","0,4545642654","0,8760242577","0,1833812172","0,2628042411","0,01320932335","0,9173726191","0,3938827356","0,1339084821","0,9607520277","0,9573876526"
,Banks (excluding covered bonds); of which:,"0,2372691697","0,1152416265","0,2471653109","0,08294093092","0,5209382375","0,1961364434","0,07398662253","0,9531544062","0,08563620844","0,4058111959","0,04744128202","0,2845517605","0,02308400439","0,9325154297","0,9365768982","0,7662925327","0,2831541329","0,8438552227","0,232390686","0,3620783803","0,9112221818","0,6182295565","0,5642873338","0,07074825011","0,09213328182","0,6216220775","0,1691995303","0,4408991119","0,2011312775","0,4666684288","0,9560047197","0,8726436966","0,9107315335","0,1098647462"
,Claims on banks belonging to the same institutional protection scheme ,"0,04555770702","0,4531916148","0,436916207","0,6898849104","0,3617555726","0,05865684517","0,7684346906","0,3254324874","0,7189512823","0,1442322463","0,2197268434","0,2052429904","0,4294144568","0,8934035313","0,7635402078","0,7963938442","0,4335388108","0,5510217757","0,7414243763","0,265555513","0,7792670697","0,1386865918","0,6612734126","0,9027853905","0,7301596942","0,5423112611","0,3413620688","0,02317076359","0,4292624007","0,8641121144","0,5179716629","0,5886609012","0,6523719053","0,9205225796"
,ECRA - jurisdictions where ratings are allowed; of which:,"0,4481060493","0,7226027832","0,05269247295","0,9714109016","0,7703177811","0,2734091023","0,638195577","0,08767326872","0,2604080936","0,6979577057","0,6294159628","0,5234873953","0,4318096882","0,4192001986","0,6343911051","0,605584098","0,4498540041","0,8968082101","0,2884322531","0,7928686178","0,2365340376","0,06090610532","0,1423406239","0,02477543719","0,911499119","0,6105472145","0,9563900176","0,5372255625","0,436133868","0,00301346455","0,4607754429","0,9825211466","0,5043306548","0,3320893707"
,ECRA (long term); of which:,"0,3298169723","0,3213465575","0,3062985639","0,7317368631","0,8813767763","0,4843860847","0,8267767942","0,1824885052","0,3648873435","0,2037999274","0,3187628631","0,5853672235","0,2346331655","0,0104446781","0,5526592256","0,3854613031","0,8782238094","0,5886734481","0,8252857457","0,5364251873","0,7466979731","0,11200655","0,9934665084","0,3033270172","0,5434013219","0,1195173534","0,875304978","0,2267710843","0,6317033136","0,4369921045","0,7832158346","0,07901417937","0,8811874833","0,2143055753"
ECRA_LT,AAA to AA- ,"0,3960304222","0,7421244275","0,4403774832","0,5844007497","0,6113737157","0,8884088416","0,4769207174","0,2529352113","0,6378161734","0,3755317551","0,2314284008","0,277036589","0,3870627968","0,8219095429","0,9753008253","0,1938955748","0,5021561868","0,8811094043","0,2709457133","0,5550679496","0,5220713007","0,7415522784","0,9183388593","0,4526538174","0,6790053876","0,6322704122","0,7905816372","0,8431119092","0,9007815173","0,6515231111","0,8012841041","0,5348283797","0,345666327","0,3102683153"
ECRA_LT,A+ to A-,"0,6701809534","0,4810575803","0,9081219606","0,8911173172","0,3064255842","0,4597631533","0,8702357957","0,1187488834","0,9856111002","0,4051392641","0,2570004737","0,9007402332","0,5724905297","0,7371110004","0,07469310461","0,2676588838","0,03818973552","0,06625878444","0,6750684532","0,5154965198","0,04284748014","0,3393897884","0,2766763813","0,9108015387","0,6509583881","0,1213598753","0,6633918325","0,09329571239","0,6739560156","0,2930836057","0,1977616106","0,3841353365","0,8972687512","0,841178162"
ECRA_LT,BBB+ to BBB-,"0,1955538307","0,1466635077","0,8993606675","0,6132270513","0,4205805483","0,407558438","0,333415528","0,4142215487","0,8774302483","0,3744345962","0,04778259298","0,6063553742","0,4145522057","0,9698082602","0,6922692351","0,07495041537","0,002700396046","0,1483042642","0,7220889371","0,214871093","0,9082511589","0,7818859841","0,1462125832","0,04649252283","0,5195559158","0,6526569445","0,5476055336","0,1265724372","0,7683762015","0,5873220886","0,08937039577","0,00149388319","0,6714559178","0,795717315"
ECRA_LT,BB+ to B-,"0,858093994","0,9355634492","0,3970339656","0,4872691615","0,4186765855","0,9090876173","0,6514474491","0,7587024991","0,6633360424","0,08039697507","0,09026552485","0,02580885878","0,3791630599","0,1305742648","0,7830671671","0,4081021047","0,3559729894","0,5424693426","0,4860595587","0,1572081829","0,2151602447","0,176082504","0,9356488583","0,1494530632","0,5772645376","0,522266729","0,7178598075","0,7969578557","0,1238213564","0,4796281987","0,5763051751","0,3769060531","0,8248894387","0,9731367898"
ECRA_LT,below B-,"0,4327856556","0,4175750763","0,7685309889","0,5796557434","0,5978808466","0,4662482878","0,1399286988","0,8158658997","0,8122671987","0,1369931943","0,02187175953","0,3780174019","0,8518505739","0,5084785128","0,1455592795","0,2234960511","0,1110575629","0,772953156","0,4323692091","0,5117335715","0,9375017098","0,5703349803","0,7978225455","0,2879691916","0,6334334227","0,04237405522","0,5920116433","0,4897011313","0,7247114676","0,2098266293","0,7757665379","0,3812053406","0,7591677647","0,5070203771"
